-0.0600446 8.4785 2785.2 2785.2
-0.0590446 8.40308 2722.2 2722.2
-0.0580446 8.32766 2659.21 2659.21
-0.0570446 8.25079 2596.21 2596.21
-0.0560446 8.17382 2532.66 2532.66
-0.0550446 8.0957 2469.5 2469.5
-0.0540446 8.01688 2405.84 2405.84
-0.0530446 7.93741 2342.43 2342.43
-0.0520446 7.85648 2278.95 2278.95
-0.0510446 7.77554 2215.47 2215.47
-0.0500446 7.69224 2152.17 2152.17
-0.0490446 7.60894 2088.68 2088.68
-0.0480446 7.52384 2025.53 2025.53
-0.0470446 7.43794 1962.56 1962.56
-0.0460446 7.35098 1899.8 1899.8
-0.0450446 7.26228 1837.45 1837.45
-0.0440446 7.17337 1775.34 1775.34
-0.0430446 7.08171 1713.55 1713.55
-0.0420446 6.99005 1652.35 1652.35
-0.0410446 6.89605 1591.48 1591.48
-0.0400446 6.8013 1531.37 1531.37
-0.0390446 6.70514 1471.75 1471.75
-0.0380446 6.60724 1412.85 1412.85
-0.0370446 6.5089 1354.79 1354.79
-0.0360446 6.40782 1297.27 1297.27
-0.0350446 6.30673 1240.89 1240.89
-0.0340446 6.20305 1185.17 1185.17
-0.0330446 6.0988 1130.54 1130.54
-0.0320446 5.99299 1076.97 1076.97
-0.0310446 5.88569 1024.33 1024.33
-0.0300446 5.77779 973.048 973.048
-0.0290446 5.66756 922.704 922.704
-0.0280446 5.55733 873.73 873.73
-0.0270446 5.44468 825.978 825.978
-0.0260446 5.33174 779.425 779.425
-0.0250446 5.21737 734.46 734.46
-0.0240446 5.10198 690.678 690.678
-0.0230446 4.98602 648.408 648.408
-0.0220446 4.8685 607.58 607.58
-0.0210446 4.75098 568.024 568.024
-0.0200446 4.6318 530.302 530.302
-0.0190446 4.51255 493.78 493.78
-0.0180446 4.39246 458.958 458.958
-0.0170446 4.27192 425.596 425.596
-0.0160446 4.15111 393.602 393.602
-0.0150446 4.02978 363.443 363.443
-0.0140446 3.90844 334.407 334.407
-0.0130446 3.78686 307.27 307.27
-0.0120446 3.66529 281.374 281.374
-0.0110446 3.54397 256.965 256.965
-0.0100446 3.42276 234.15 234.15
-0.00904455 3.30194 212.36 212.36
-0.00804455 3.18173 192.525 192.525
-0.00704455 3.06166 173.612 173.612
-0.00604455 2.94312 156.237 156.237
-0.00504455 2.82457 140.069 140.069
-0.00404455 2.70788 124.98 124.98
-0.00304455 2.59171 111.386 111.386
-0.00204455 2.47698 98.5878 98.5878
-0.00104455 2.36392 87.1846 87.1846
-4.45541e-05 2.25144 76.6219 76.6219
0.000955446 2.14222 67.068 67.068
0.00195545 2.033 58.531 58.531
0.00295545 1.92764 50.6453 50.6453
0.00395545 1.823 43.8938 43.8938
0.00495545 1.72119 37.6824 37.6824
0.00595545 1.62188 32.2648 32.2648
0.00695545 1.5239 27.4898 27.4898
0.00795545 1.43065 23.2251 23.2251
0.00895545 1.33741 19.6654 19.6654
0.00995545 1.25031 16.4718 16.4718
0.0109554 1.16384 13.8252 13.8252
0.0119554 1.08181 11.5371 11.5371
0.0129554 1.0028 9.57896 9.57896
0.0139554 0.926099 8.00292 8.00292
0.0149554 0.855205 6.6115 6.6115
0.0159554 0.784312 5.55973 5.55973
0.0169554 0.721899 4.66877 4.66877
0.0179554 0.659727 3.95029 3.95029
0.0189554 0.60369 3.40423 3.40423
0.0199554 0.550799 2.9296 2.9296
0.0209554 0.501328 2.61898 2.61898
0.0219554 0.45822 2.35037 2.35037
0.0229554 0.415501 2.16031 2.16031
0.0239554 0.382616 2.04254 2.04254
0.0249554 0.34973 1.93766 1.93766
0.0259554 0.324543 1.9122 1.9122
0.0269554 0.302252 1.8871 1.8871
0.0279554 0.284483 1.92429 1.92429
0.0289554 0.273084 1.99516 1.99516
0.0299554 0.26284 2.08396 2.08396
0.0309554 0.262556 2.26807 2.26807
0.0319554 0.262272 2.45455 2.45455
0.0329554 0.27091 2.76709 2.76709
0.0339554 0.281885 3.12028 3.12028
0.0349554 0.298307 3.5817 3.5817
0.0359554 0.320606 4.16324 4.16324
0.0369554 0.342905 4.79747 4.79747
0.0379554 0.365204 5.50428 5.50428
0.0389554 0.387503 6.25931 6.25931
0.0399554 0.409802 7.09123 7.09123
0.0409554 0.432101 7.97983 7.97983
0.0419554 0.4544 8.93312 8.93312
0.0429554 0.476698 9.95651 9.95651
0.0439554 0.498997 11.0354 11.0354
0.0449554 0.521296 12.1928 12.1928
0.0459554 0.543595 13.407 13.407
